UMP-45 | Caramel (Factory New)|Consumer Grade|1|UMP-45|0.11|0.28|98.00
Dual Berettas | Royal Consorts (Factory New)|Restricted|791|Dual Berettas|0.15|0.22|63.00
G3SG1 | Stinger (Factory New)|Restricted|792|G3SG1|0.16|0.23|79.00
M4A1-S | Flashback (Factory New)|Restricted|793|M4A1-S|0.13|0.25|104.00
Nova | Gila (Factory New)|Restricted|794|Nova|0.11|0.10|61.00
USP-S | Cyrex (Factory New)|Restricted|795|USP-S|0.03|0.19|86.00
FAMAS | Mecha Industries (Factory New)|Classified|796|FAMAS|0.10|0.18|141.00
P90 | Shallow Grave (Factory New)|Classified|797|P90|0.94|0.08|39.00
Sawed-Off | Wasteland Princess (Factory New)|Classified|798|Sawed-Off|0.98|0.14|128.00
SSG 08 | Dragonfire (Factory New)|Covert|799|SSG 08|0.06|0.44|89.00
M4A4 | Buzz Kill (Factory New)|Covert|800|M4A4|0.11|0.49|81.00
PP-Bizon | Jungle Slipstream (Factory New)|Mil-Spec|801|PP-Bizon|0.18|0.26|84.00
SCAR-20 | Blueprint (Factory New)|Mil-Spec|802|SCAR-20|0.60|0.33|72.00
Desert Eagle | Oxide Blaze (Factory New)|Mil-Spec|803|Desert Eagle|0.09|0.18|113.00
Five-SeveN | Capillary (Factory New)|Mil-Spec|804|Five-SeveN|0.12|0.10|84.00
MP7 | Akoben (Factory New)|Mil-Spec|805|MP7|0.19|0.42|139.00
P250 | Ripple (Factory New)|Mil-Spec|806|P250|0.49|0.21|62.00
Sawed-Off | Zander (Factory New)|Mil-Spec|807|Sawed-Off|0.11|0.19|58.00
Galil AR | Crimson Tsunami (Factory New)|Restricted|808|Galil AR|0.06|0.38|126.00
M249 | Emerald Poison Dart (Factory New)|Restricted|809|M249|0.22|0.21|100.00
MAC-10 | Last Dive (Factory New)|Restricted|810|MAC-10|0.07|0.36|64.00
UMP-45 | Scaffold (Factory New)|Restricted|811|UMP-45|0.49|0.49|89.00
XM1014 | Seasons (Factory New)|Restricted|812|XM1014|0.07|0.44|97.00
AWP | Fever Dream (Factory New)|Classified|813|AWP|0.97|0.09|70.00
CZ75-Auto | Xiangliu (Factory New)|Classified|814|CZ75-Auto|0.96|0.34|64.00
M4A1-S | Decimator (Factory New)|Classified|815|M4A1-S|0.62|0.31|54.00
AK-47 | Bloodsport (Factory New)|Covert|816|AK-47|0.04|0.38|80.00
USP-S | Neo-Noir (Factory New)|Covert|817|USP-S|0.96|0.08|97.00
★ Bowie Knife | Damascus Steel (Factory New)|Covert|818|Bowie Knife|0.56|0.10|154.00
★ Bowie Knife | Marble Fade (Factory New)|Covert|820|Bowie Knife|0.96|0.31|97.00
★ Bowie Knife | Tiger Tooth (Factory New)|Covert|821|Bowie Knife|0.10|0.71|192.00
★ Bowie Knife | Ultraviolet (Factory New)|Covert|823|Bowie Knife|0.65|0.10|83.00
★ Butterfly Knife | Damascus Steel (Factory New)|Covert|824|Butterfly Knife|0.57|0.11|92.00
★ Butterfly Knife | Marble Fade (Factory New)|Covert|826|Butterfly Knife|0.97|0.20|59.00
★ Butterfly Knife | Tiger Tooth (Factory New)|Covert|827|Butterfly Knife|0.10|0.59|109.00
★ Butterfly Knife | Ultraviolet (Factory New)|Covert|829|Butterfly Knife|0.60|0.11|61.00
★ Falchion Knife | Damascus Steel (Factory New)|Covert|830|Falchion Knife|0.55|0.09|124.00
★ Falchion Knife | Marble Fade (Factory New)|Covert|832|Falchion Knife|0.01|0.23|84.00
★ Falchion Knife | Tiger Tooth (Factory New)|Covert|833|Falchion Knife|0.10|0.64|163.00
★ Falchion Knife | Ultraviolet (Factory New)|Covert|835|Falchion Knife|0.77|0.32|85.00
★ Huntsman Knife | Damascus Steel (Factory New)|Covert|836|Huntsman Knife|0.55|0.09|173.00
★ Huntsman Knife | Marble Fade (Factory New)|Covert|838|Huntsman Knife|0.96|0.21|140.00
★ Huntsman Knife | Tiger Tooth (Factory New)|Covert|839|Huntsman Knife|0.12|0.67|206.00
★ Huntsman Knife | Ultraviolet (Factory New)|Covert|841|Huntsman Knife|0.69|0.09|68.00
★ Shadow Daggers | Damascus Steel (Factory New)|Covert|842|Shadow Daggers|0.55|0.08|177.00
★ Shadow Daggers | Marble Fade (Factory New)|Covert|844|Shadow Daggers|0.04|0.47|182.00
★ Shadow Daggers | Tiger Tooth (Factory New)|Covert|845|Shadow Daggers|0.11|0.72|209.00
★ Shadow Daggers | Ultraviolet (Factory New)|Covert|847|Shadow Daggers|0.74|0.33|129.00
USP-S | Blueprint (Factory New)|Mil-Spec|848|USP-S|0.60|0.48|87.00
FAMAS | Macabre (Factory New)|Mil-Spec|849|FAMAS|0.15|0.30|105.00
M4A1-S | Briefing (Factory New)|Mil-Spec|850|M4A1-S|0.00|0.00|80.00
MAC-10 | Aloha (Factory New)|Mil-Spec|851|MAC-10|0.05|0.35|79.00
MAG-7 | Hard Water (Factory New)|Mil-Spec|852|MAG-7|0.54|0.33|57.00
Tec-9 | Cut Out (Factory New)|Mil-Spec|853|Tec-9|0.22|0.05|58.00
UMP-45 | Metal Flowers (Factory New)|Mil-Spec|854|UMP-45|0.17|0.02|45.00
AK-47 | Orbit Mk01 (Factory New)|Restricted|855|AK-47|0.02|0.29|62.00
P2000 | Woodsman (Factory New)|Restricted|856|P2000|0.07|0.50|117.00
P250 | Red Rock (Factory New)|Restricted|857|P250|0.08|0.37|131.00
P90 | Death Grip (Factory New)|Restricted|858|P90|0.13|0.08|108.00
SSG 08 | Death's Head (Factory New)|Restricted|859|SSG 08|0.09|0.25|69.00
Dual Berettas | Cobra Strike (Factory New)|Classified|860|Dual Berettas|0.22|0.42|73.00
Galil AR | Sugar Rush (Factory New)|Classified|861|Galil AR|0.79|0.22|126.00
M4A4 | Hellfire (Factory New)|Classified|862|M4A4|0.06|0.36|101.00
Five-SeveN | Hyper Beast (Factory New)|Covert|863|Five-SeveN|0.94|0.33|135.00
AWP | Oni Taiji (Factory New)|Covert|864|AWP|0.94|0.13|67.00
Sawed-Off | Morris (Factory New)|Mil-Spec|865|Sawed-Off|0.13|0.23|73.00
AUG | Triqua (Factory New)|Mil-Spec|866|AUG|0.22|0.04|82.00
G3SG1 | Hunter (Factory New)|Mil-Spec|867|G3SG1|0.08|0.20|59.00
Glock-18 | Off World (Factory New)|Mil-Spec|868|Glock-18|0.55|0.44|123.00
MAC-10 | Oceanic (Factory New)|Mil-Spec|869|MAC-10|0.55|0.38|85.00
Tec-9 | Cracked Opal (Factory New)|Mil-Spec|870|Tec-9|0.10|0.40|75.00
SCAR-20 | Jungle Slipstream (Factory New)|Mil-Spec|871|SCAR-20|0.16|0.38|85.00
MP9 | Goo (Factory New)|Restricted|872|MP9|0.58|0.12|109.00
SG 553 | Phantom (Factory New)|Restricted|873|SG 553|0.58|0.03|60.00
CZ75-Auto | Tacticat (Factory New)|Restricted|874|CZ75-Auto|0.87|0.25|91.00
UMP-45 | Exposure (Factory New)|Restricted|875|UMP-45|0.54|0.50|109.00
XM1014 | Ziggy (Factory New)|Restricted|876|XM1014|0.12|0.15|72.00
PP-Bizon | High Roller (Factory New)|Classified|877|PP-Bizon|0.03|0.28|127.00
M4A1-S | Leaded Glass (Factory New)|Classified|878|M4A1-S|0.08|0.26|87.00
R8 Revolver | Llama Cannon (Factory New)|Classified|879|R8 Revolver|0.62|0.28|39.00
AK-47 | The Empress (Factory New)|Covert|880|AK-47|0.05|0.28|68.00
P250 | See Ya Later (Factory New)|Covert|881|P250|0.31|0.32|116.00
PP-Bizon | Night Riot (Factory New)|Mil-Spec|882|PP-Bizon|0.38|0.06|65.00
Five-SeveN | Flame Test (Factory New)|Mil-Spec|883|Five-SeveN|0.83|0.04|51.00
MP9 | Black Sand (Factory New)|Mil-Spec|884|MP9|0.11|0.31|84.00
P2000 | Urban Hazard (Factory New)|Mil-Spec|885|P2000|0.03|0.33|115.00
R8 Revolver | Grip (Factory New)|Mil-Spec|886|R8 Revolver|0.50|0.06|50.00
SG 553 | Aloha (Factory New)|Mil-Spec|887|SG 553|0.63|0.24|80.00
XM1014 | Oxide Blaze (Factory New)|Mil-Spec|888|XM1014|0.07|0.26|68.00
Glock-18 | Moonrise (Factory New)|Restricted|889|Glock-18|0.76|0.40|89.00
Negev | Lionfish (Factory New)|Restricted|890|Negev|0.05|0.45|108.00
Nova | Wild Six (Factory New)|Restricted|891|Nova|0.10|0.22|67.00
MAG-7 | SWAG-7 (Factory New)|Restricted|892|MAG-7|0.17|0.02|50.00
UMP-45 | Arctic Wolf (Factory New)|Restricted|893|UMP-45|0.13|0.08|119.00
AUG | Stymphalian (Factory New)|Classified|894|AUG|0.10|0.14|84.00
AWP | Mortis (Factory New)|Classified|895|AWP|0.07|0.25|71.00
USP-S | Cortex (Factory New)|Classified|896|USP-S|0.98|0.33|140.00
M4A4 | Neo-Noir (Factory New)|Covert|897|M4A4|0.96|0.13|104.00
MP7 | Bloodsport (Factory New)|Covert|898|MP7|0.07|0.37|76.00
AUG | Amber Slipstream (Factory New)|Mil-Spec|899|AUG|0.21|0.05|74.00
Dual Berettas | Shred (Factory New)|Mil-Spec|900|Dual Berettas|0.55|0.18|77.00
Glock-18 | Warhawk (Factory New)|Mil-Spec|901|Glock-18|0.11|0.32|69.00
MP9 | Capillary (Factory New)|Mil-Spec|902|MP9|0.36|0.09|76.00
P90 | Traction (Factory New)|Mil-Spec|903|P90|0.52|0.20|55.00
R8 Revolver | Survivalist (Factory New)|Mil-Spec|904|R8 Revolver|0.24|0.24|79.00
Tec-9 | Snek-9 (Factory New)|Mil-Spec|905|Tec-9|0.07|0.36|81.00
CZ75-Auto | Eco (Factory New)|Restricted|906|CZ75-Auto|0.25|0.46|153.00
G3SG1 | High Seas (Factory New)|Restricted|907|G3SG1|0.11|0.31|70.00
Nova | Toy Soldier (Factory New)|Restricted|908|Nova|0.24|0.39|122.00
AWP | PAW (Factory New)|Restricted|909|AWP|0.09|0.13|68.00
MP7 | Powercore (Factory New)|Restricted|910|MP7|0.26|0.45|80.00
M4A1-S | Nightmare (Factory New)|Classified|911|M4A1-S|0.54|0.31|93.00
Sawed-Off | Devourer (Factory New)|Classified|912|Sawed-Off|0.07|0.31|135.00
FAMAS | Eye of Athena (Factory New)|Classified|913|FAMAS|0.07|0.39|83.00
AK-47 | Neon Rider (Factory New)|Covert|914|AK-47|0.73|0.27|108.00
Desert Eagle | Code Red (Factory New)|Covert|915|Desert Eagle|0.01|0.54|110.00
★ Stiletto Knife | Vanilla (Factory New)|Covert|916|Stiletto Knife|0.52|0.05|166.00
★ Stiletto Knife | Blue Steel (Factory New)|Covert|917|Stiletto Knife|0.59|0.28|65.00
★ Stiletto Knife | Boreal Forest (Factory New)|Covert|918|Stiletto Knife|0.19|0.21|116.00
★ Stiletto Knife | Case Hardened (Factory New)|Covert|919|Stiletto Knife|0.18|0.13|121.00
★ Stiletto Knife | Crimson Web (Factory New)|Covert|920|Stiletto Knife|0.01|0.58|144.00
★ Stiletto Knife | Fade (Factory New)|Covert|921|Stiletto Knife|0.02|0.35|119.00
★ Stiletto Knife | Forest DDPAT (Factory New)|Covert|922|Stiletto Knife|0.17|0.20|122.00
★ Stiletto Knife | Night Stripe (Factory New)|Covert|923|Stiletto Knife|0.57|0.23|87.00
★ Stiletto Knife | Safari Mesh (Factory New)|Covert|924|Stiletto Knife|0.18|0.17|115.00
★ Stiletto Knife | Scorched (Factory New)|Covert|925|Stiletto Knife|0.08|0.02|81.00
★ Stiletto Knife | Slaughter (Factory New)|Covert|926|Stiletto Knife|1.00|0.51|138.00
★ Stiletto Knife | Stained (Factory New)|Covert|927|Stiletto Knife|0.58|0.12|101.00
★ Stiletto Knife | Urban Masked (Factory New)|Covert|928|Stiletto Knife|0.37|0.03|178.00
★ Ursus Knife | Vanilla (Factory New)|Covert|929|Ursus Knife|0.61|0.06|97.00
★ Ursus Knife | Blue Steel (Factory New)|Covert|930|Ursus Knife|0.59|0.26|102.00
★ Ursus Knife | Boreal Forest (Factory New)|Covert|931|Ursus Knife|0.18|0.17|108.00
★ Ursus Knife | Case Hardened (Factory New)|Covert|932|Ursus Knife|0.14|0.10|145.00
★ Ursus Knife | Crimson Web (Factory New)|Covert|933|Ursus Knife|0.01|0.45|125.00
★ Ursus Knife | Fade (Factory New)|Covert|934|Ursus Knife|0.99|0.33|154.00
★ Ursus Knife | Forest DDPAT (Factory New)|Covert|935|Ursus Knife|0.21|0.22|118.00
★ Ursus Knife | Night Stripe (Factory New)|Covert|936|Ursus Knife|0.56|0.23|84.00
★ Ursus Knife | Safari Mesh (Factory New)|Covert|937|Ursus Knife|0.19|0.16|111.00
★ Ursus Knife | Scorched (Factory New)|Covert|938|Ursus Knife|0.12|0.04|113.00
★ Ursus Knife | Slaughter (Factory New)|Covert|939|Ursus Knife|0.99|0.40|171.00
★ Ursus Knife | Stained (Factory New)|Covert|940|Ursus Knife|0.56|0.10|136.00
★ Ursus Knife | Urban Masked (Factory New)|Covert|941|Ursus Knife|0.40|0.03|165.00
★ Navaja Knife | Vanilla (Factory New)|Covert|942|Navaja Knife|0.58|0.01|159.00
★ Navaja Knife | Blue Steel (Factory New)|Covert|943|Navaja Knife|0.57|0.12|85.00
★ Navaja Knife | Boreal Forest (Factory New)|Covert|944|Navaja Knife|0.18|0.21|118.00
★ Navaja Knife | Case Hardened (Factory New)|Covert|945|Navaja Knife|0.12|0.20|156.00
★ Navaja Knife | Crimson Web (Factory New)|Covert|946|Navaja Knife|0.01|0.51|140.00
★ Navaja Knife | Fade (Factory New)|Covert|947|Navaja Knife|0.01|0.35|147.00
★ Navaja Knife | Forest DDPAT (Factory New)|Covert|948|Navaja Knife|0.19|0.22|125.00
★ Navaja Knife | Night Stripe (Factory New)|Covert|949|Navaja Knife|0.56|0.20|89.00
★ Navaja Knife | Safari Mesh (Factory New)|Covert|950|Navaja Knife|0.18|0.17|121.00
★ Navaja Knife | Scorched (Factory New)|Covert|951|Navaja Knife|0.08|0.04|103.00
★ Navaja Knife | Slaughter (Factory New)|Covert|952|Navaja Knife|0.00|0.47|175.00
★ Navaja Knife | Stained (Factory New)|Covert|953|Navaja Knife|0.56|0.02|129.00
★ Navaja Knife | Urban Masked (Factory New)|Covert|954|Navaja Knife|0.33|0.02|175.00
★ Talon Knife | Vanilla (Factory New)|Covert|955|Talon Knife|0.55|0.05|136.00
★ Talon Knife | Blue Steel (Factory New)|Covert|956|Talon Knife|0.56|0.22|96.00
★ Talon Knife | Boreal Forest (Factory New)|Covert|957|Talon Knife|0.20|0.21|110.00
★ Talon Knife | Case Hardened (Factory New)|Covert|958|Talon Knife|0.24|0.05|145.00
★ Talon Knife | Crimson Web (Factory New)|Covert|959|Talon Knife|0.01|0.47|124.00
★ Talon Knife | Fade (Factory New)|Covert|960|Talon Knife|0.93|0.39|145.00
★ Talon Knife | Forest DDPAT (Factory New)|Covert|961|Talon Knife|0.21|0.21|109.00
★ Talon Knife | Night Stripe (Factory New)|Covert|962|Talon Knife|0.55|0.21|80.00
★ Talon Knife | Safari Mesh (Factory New)|Covert|963|Talon Knife|0.21|0.16|103.00
★ Talon Knife | Scorched (Factory New)|Covert|964|Talon Knife|0.10|0.04|113.00
★ Talon Knife | Slaughter (Factory New)|Covert|965|Talon Knife|1.00|0.41|175.00
★ Talon Knife | Stained (Factory New)|Covert|966|Talon Knife|0.55|0.08|136.00
★ Talon Knife | Urban Masked (Factory New)|Covert|967|Talon Knife|0.44|0.04|141.00
PP-Bizon | Facility Sketch (Factory New)|Consumer Grade|968|PP-Bizon|0.11|0.16|169.00
Souvenir PP-Bizon | Facility Sketch (Factory New)|Consumer Grade|968|PP-Bizon|0.11|0.16|169.00
P250 | Facility Draft (Factory New)|Consumer Grade|969|P250|0.03|0.14|77.00
Souvenir P250 | Facility Draft (Factory New)|Consumer Grade|969|P250|0.03|0.14|77.00
UMP-45 | Facility Dark (Factory New)|Consumer Grade|970|UMP-45|0.53|0.08|60.00
Souvenir UMP-45 | Facility Dark (Factory New)|Consumer Grade|970|UMP-45|0.53|0.08|60.00
Five-SeveN | Coolant (Factory New)|Consumer Grade|971|Five-SeveN|0.35|0.21|121.00
Souvenir Five-SeveN | Coolant (Factory New)|Consumer Grade|971|Five-SeveN|0.35|0.21|121.00
Nova | Mandrel (Factory New)|Consumer Grade|972|Nova|0.11|0.13|82.00
Souvenir Nova | Mandrel (Factory New)|Consumer Grade|972|Nova|0.11|0.13|82.00
M4A4 | Mainframe (Factory New)|Industrial Grade|973|M4A4|0.12|0.11|62.00
Souvenir M4A4 | Mainframe (Factory New)|Industrial Grade|973|M4A4|0.12|0.11|62.00
MP7 | Motherboard (Factory New)|Industrial Grade|974|MP7|0.27|0.29|84.00
Souvenir MP7 | Motherboard (Factory New)|Industrial Grade|974|MP7|0.27|0.29|84.00
Negev | Bulkhead (Factory New)|Industrial Grade|975|Negev|0.11|0.53|131.00
Souvenir Negev | Bulkhead (Factory New)|Industrial Grade|975|Negev|0.11|0.53|131.00
Galil AR | Cold Fusion (Factory New)|Industrial Grade|976|Galil AR|0.54|0.22|88.00
Souvenir Galil AR | Cold Fusion (Factory New)|Industrial Grade|976|Galil AR|0.54|0.22|88.00
P90 | Facility Negative (Factory New)|Mil-Spec|977|P90|0.41|0.12|106.00
Souvenir P90 | Facility Negative (Factory New)|Mil-Spec|977|P90|0.41|0.12|106.00
MP5-SD | Co-Processor (Factory New)|Mil-Spec|978|MP5-SD|0.56|0.27|84.00
Souvenir MP5-SD | Co-Processor (Factory New)|Mil-Spec|978|MP5-SD|0.56|0.27|84.00
P250 | Exchanger (Factory New)|Mil-Spec|979|P250|0.14|0.14|98.00
Souvenir P250 | Exchanger (Factory New)|Mil-Spec|979|P250|0.14|0.14|98.00
AWP | Acheron (Factory New)|Mil-Spec|980|AWP|0.06|0.04|71.00
Souvenir AWP | Acheron (Factory New)|Mil-Spec|980|AWP|0.06|0.04|71.00
AUG | Random Access (Factory New)|Restricted|981|AUG|0.10|0.09|75.00
Souvenir AUG | Random Access (Factory New)|Restricted|981|AUG|0.10|0.09|75.00
MAG-7 | Core Breach (Factory New)|Restricted|982|MAG-7|0.04|0.64|110.00
Souvenir MAG-7 | Core Breach (Factory New)|Restricted|982|MAG-7|0.04|0.64|110.00
Glock-18 | Nuclear Garden (Factory New)|Restricted|983|Glock-18|0.21|0.57|92.00
Souvenir Glock-18 | Nuclear Garden (Factory New)|Restricted|983|Glock-18|0.21|0.57|92.00
Tec-9 | Remote Control (Factory New)|Classified|984|Tec-9|0.11|0.17|65.00
Souvenir Tec-9 | Remote Control (Factory New)|Classified|984|Tec-9|0.11|0.17|65.00
M4A1-S | Control Panel (Factory New)|Classified|985|M4A1-S|0.47|0.10|58.00
Souvenir M4A1-S | Control Panel (Factory New)|Classified|985|M4A1-S|0.47|0.10|58.00
UMP-45 | Mudder (Factory New)|Consumer Grade|986|UMP-45|0.11|0.35|100.00
Souvenir UMP-45 | Mudder (Factory New)|Consumer Grade|986|UMP-45|0.11|0.35|100.00
MP5-SD | Dirt Drop (Factory New)|Consumer Grade|987|MP5-SD|0.11|0.13|83.00
Souvenir MP5-SD | Dirt Drop (Factory New)|Consumer Grade|987|MP5-SD|0.11|0.13|83.00
MP9 | Slide (Factory New)|Consumer Grade|988|MP9|0.08|0.37|68.00
Souvenir MP9 | Slide (Factory New)|Consumer Grade|988|MP9|0.08|0.37|68.00
AUG | Sweeper (Factory New)|Consumer Grade|989|AUG|0.11|0.12|77.00
Souvenir AUG | Sweeper (Factory New)|Consumer Grade|989|AUG|0.11|0.12|77.00
MAG-7 | Rust Coat (Factory New)|Consumer Grade|990|MAG-7|0.67|0.03|59.00
Souvenir MAG-7 | Rust Coat (Factory New)|Consumer Grade|990|MAG-7|0.67|0.03|59.00
PP-Bizon | Candy Apple (Factory New)|Industrial Grade|991|PP-Bizon|0.01|0.62|158.00
Souvenir PP-Bizon | Candy Apple (Factory New)|Industrial Grade|991|PP-Bizon|0.01|0.62|158.00
MAC-10 | Calf Skin (Factory New)|Industrial Grade|992|MAC-10|0.10|0.16|62.00
Souvenir MAC-10 | Calf Skin (Factory New)|Industrial Grade|992|MAC-10|0.10|0.16|62.00
R8 Revolver | Nitro (Factory New)|Industrial Grade|993|R8 Revolver|0.08|0.25|104.00
Souvenir R8 Revolver | Nitro (Factory New)|Industrial Grade|993|R8 Revolver|0.08|0.25|104.00
Glock-18 | High Beam (Factory New)|Industrial Grade|994|Glock-18|0.61|0.31|91.00
Souvenir Glock-18 | High Beam (Factory New)|Industrial Grade|994|Glock-18|0.61|0.31|91.00
SSG 08 | Hand Brake (Factory New)|Mil-Spec|995|SSG 08|0.45|0.08|85.00
Souvenir SSG 08 | Hand Brake (Factory New)|Mil-Spec|995|SSG 08|0.45|0.08|85.00
M4A4 | Converter (Factory New)|Mil-Spec|996|M4A4|0.00|0.29|76.00
Souvenir M4A4 | Converter (Factory New)|Mil-Spec|996|M4A4|0.00|0.29|76.00
USP-S | Check Engine (Factory New)|Mil-Spec|997|USP-S|0.02|0.62|106.00
Souvenir USP-S | Check Engine (Factory New)|Mil-Spec|997|USP-S|0.02|0.62|106.00
Sawed-Off | Brake Light (Factory New)|Mil-Spec|998|Sawed-Off|0.03|0.27|77.00
Souvenir Sawed-Off | Brake Light (Factory New)|Mil-Spec|998|Sawed-Off|0.03|0.27|77.00
P250 | Vino Primo (Factory New)|Restricted|999|P250|0.94|0.33|48.00
Souvenir P250 | Vino Primo (Factory New)|Restricted|999|P250|0.94|0.33|48.00
MP7 | Fade (Factory New)|Restricted|1000|MP7|0.01|0.36|84.00
Souvenir MP7 | Fade (Factory New)|Restricted|1000|MP7|0.01|0.36|84.00
AK-47 | Safety Net (Factory New)|Restricted|1001|AK-47|0.08|0.40|132.00
Souvenir AK-47 | Safety Net (Factory New)|Restricted|1001|AK-47|0.08|0.40|132.00
Dual Berettas | Twin Turbo (Factory New)|Classified|1002|Dual Berettas|0.10|0.41|105.00
Souvenir Dual Berettas | Twin Turbo (Factory New)|Classified|1002|Dual Berettas|0.10|0.41|105.00
SG 553 | Integrale (Factory New)|Classified|1003|SG 553|0.98|0.20|122.00
Souvenir SG 553 | Integrale (Factory New)|Classified|1003|SG 553|0.98|0.20|122.00
MP9 | Modest Threat (Factory New)|Mil-Spec|1005|MP9|0.07|0.44|82.00
Glock-18 | Oxide Blaze (Factory New)|Mil-Spec|1006|Glock-18|0.08|0.14|128.00
Nova | Wood Fired (Factory New)|Mil-Spec|1007|Nova|0.28|0.10|63.00
M4A4 | Magnesium (Factory New)|Mil-Spec|1008|M4A4|0.08|0.03|61.00
Sawed-Off | Black Sand (Factory New)|Mil-Spec|1009|Sawed-Off|0.10|0.26|89.00
SG 553 | Danger Close (Factory New)|Mil-Spec|1010|SG 553|0.06|0.34|67.00
G3SG1 | Scavenger (Factory New)|Restricted|1012|G3SG1|0.12|0.28|60.00
Galil AR | Signal (Factory New)|Restricted|1013|Galil AR|0.87|0.22|78.00
MAC-10 | Pipe Down (Factory New)|Restricted|1014|MAC-10|0.01|0.18|89.00
P250 | Nevermore (Factory New)|Restricted|1015|P250|0.01|0.60|85.00
USP-S | Flashback (Factory New)|Restricted|1016|USP-S|0.14|0.25|97.00
UMP-45 | Momentum (Factory New)|Classified|1017|UMP-45|0.12|0.06|126.00
Desert Eagle | Mecha Industries (Factory New)|Classified|1018|Desert Eagle|0.11|0.16|118.00
MP5-SD | Phosphor (Factory New)|Classified|1019|MP5-SD|0.45|0.38|89.00
AK-47 | Asiimov (Factory New)|Covert|1020|AK-47|0.07|0.30|124.00
AWP | Neo-Noir (Factory New)|Covert|1021|AWP|0.58|0.07|89.00
FAMAS | Crypsis (Factory New)|Mil-Spec|1022|FAMAS|0.08|0.41|92.00
AK-47 | Uncharted (Factory New)|Mil-Spec|1023|AK-47|0.11|0.18|62.00
MAC-10 | Whitefish (Factory New)|Mil-Spec|1024|MAC-10|0.17|0.05|64.00
Galil AR | Akoben (Factory New)|Mil-Spec|1025|Galil AR|0.07|0.18|121.00
P250 | Verdigris (Factory New)|Mil-Spec|1027|P250|0.11|0.32|78.00
P90 | Off World (Factory New)|Mil-Spec|1028|P90|0.53|0.34|93.00
AWP | Atheris (Factory New)|Restricted|1029|AWP|0.49|0.36|81.00
Tec-9 | Bamboozle (Factory New)|Restricted|1030|Tec-9|0.22|0.47|96.00
Desert Eagle | Light Rail (Factory New)|Restricted|1031|Desert Eagle|0.10|0.24|42.00
MP5-SD | Gauss (Factory New)|Restricted|1032|MP5-SD|0.15|0.09|92.00
UMP-45 | Moonrise (Factory New)|Restricted|1033|UMP-45|0.80|0.37|54.00
AUG | Momentum (Factory New)|Classified|1035|AUG|0.06|0.04|80.00
Five-SeveN | Angry Mob (Factory New)|Covert|1037|Five-SeveN|0.12|0.22|109.00
M4A4 | The Emperor (Factory New)|Covert|1038|M4A4|0.62|0.19|57.00
★ Navaja Knife | Damascus Steel (Factory New)|Covert|1039|Navaja Knife|0.44|0.02|147.00
★ Navaja Knife | Marble Fade (Factory New)|Covert|1041|Navaja Knife|0.03|0.32|114.00
★ Navaja Knife | Tiger Tooth (Factory New)|Covert|1043|Navaja Knife|0.10|0.68|196.00
★ Navaja Knife | Ultraviolet (Factory New)|Covert|1044|Navaja Knife|0.68|0.14|88.00
★ Stiletto Knife | Damascus Steel (Factory New)|Covert|1045|Stiletto Knife|0.56|0.09|122.00
★ Stiletto Knife | Marble Fade (Factory New)|Covert|1047|Stiletto Knife|0.93|0.21|73.00
★ Stiletto Knife | Tiger Tooth (Factory New)|Covert|1049|Stiletto Knife|0.10|0.72|166.00
★ Stiletto Knife | Ultraviolet (Factory New)|Covert|1050|Stiletto Knife|0.56|0.08|74.00
★ Talon Knife | Damascus Steel (Factory New)|Covert|1051|Talon Knife|0.50|0.06|148.00
★ Talon Knife | Marble Fade (Factory New)|Covert|1053|Talon Knife|0.95|0.13|110.00
★ Talon Knife | Tiger Tooth (Factory New)|Covert|1055|Talon Knife|0.10|0.65|189.00
★ Talon Knife | Ultraviolet (Factory New)|Covert|1056|Talon Knife|0.65|0.12|83.00
★ Ursus Knife | Damascus Steel (Factory New)|Covert|1057|Ursus Knife|0.53|0.07|145.00
★ Ursus Knife | Marble Fade (Factory New)|Covert|1059|Ursus Knife|0.95|0.25|107.00
★ Ursus Knife | Tiger Tooth (Factory New)|Covert|1061|Ursus Knife|0.11|0.67|181.00
★ Ursus Knife | Ultraviolet (Factory New)|Covert|1062|Ursus Knife|0.71|0.18|92.00
P250 | X-Ray (Factory New)|Restricted|1063|P250|0.45|0.41|98.00
Dual Berettas | Elite 1.6 (Factory New)|Mil-Spec|1064|Dual Berettas|0.17|0.03|69.00
Tec-9 | Flash Out (Factory New)|Mil-Spec|1065|Tec-9|0.12|0.30|101.00
MAC-10 | Classic Crate (Factory New)|Mil-Spec|1066|MAC-10|0.15|0.22|59.00
MAG-7 | Popdog (Factory New)|Mil-Spec|1067|MAG-7|0.15|0.16|56.00
SCAR-20 | Assault (Factory New)|Mil-Spec|1068|SCAR-20|0.53|0.07|81.00
FAMAS | Decommissioned (Factory New)|Mil-Spec|1069|FAMAS|0.06|0.12|67.00
Glock-18 | Sacrifice (Factory New)|Mil-Spec|1070|Glock-18|0.05|0.22|89.00
M249 | Aztec (Factory New)|Restricted|1071|M249|0.20|0.18|98.00
MP5-SD | Agent (Factory New)|Restricted|1072|MP5-SD|0.31|0.08|76.00
Five-SeveN | Buddy (Factory New)|Restricted|1073|Five-SeveN|0.11|0.26|110.00
P250 | Inferno (Factory New)|Restricted|1074|P250|0.10|0.44|110.00
UMP-45 | Plastique (Factory New)|Restricted|1075|UMP-45|0.39|0.20|96.00
MP9 | Hydra (Factory New)|Classified|1076|MP9|0.22|0.47|104.00
